01PBH0090Z|MATUTINO||77| 23.7| 39.5| 36.8|  0.0| 27.6| 48.7| 19.7|  3.9
01PBH0005M|MATUTINO||36|  0.0| 38.9| 58.3|  2.8| 30.6| 36.1| 22.2| 11.1
01PBH0018Q|MATUTINO||165|  6.1| 29.9| 56.1|  7.9| 12.8| 26.8| 29.9| 30.5
01PBH0039C|MATUTINO||10|  0.0| 30.0| 50.0| 20.0|  0.0| 50.0| 20.0| 30.0
01PBH0063C|MATUTINO||198|  1.0|  6.1| 61.4| 31.5|  0.0|  1.0|  9.1| 89.9
01ETH0037O|VESPERTINO||19| 15.8| 52.6| 31.6|  0.0| 26.3| 47.4| 21.1|  5.3
01ETH0001Z|MATUTINO||42| 21.4| 40.5| 35.7|  2.4| 40.5| 38.1| 11.9|  9.5
01ETH0023L|VESPERTINO||36| 13.9| 47.2| 38.9|  0.0|  5.7| 37.1| 22.9| 34.3
01UBH0001B|MATUTINO||172|  0.0| 13.5| 78.9|  7.6|  1.7| 18.0| 41.9| 38.4
01ETC0002D|VESPERTINO||240| 17.1| 41.7| 39.6|  1.7| 25.0| 35.8| 25.4| 13.8
02DCM0001V|MATUTINO||295| 10.2| 34.1| 49.8|  5.8| 26.5| 39.6| 20.8| 13.1
02DCM0001V|VESPERTINO||47| 23.9| 56.5| 19.6|  0.0| 65.1| 23.3|  7.0|  4.7
02DCM0001V|MATUTINO|EXTENSION 1|18| 33.3| 38.9| 27.8|  0.0| 38.9| 33.3| 16.7| 11.1
02DCT0201C|MATUTINO||484|  5.0| 22.2| 62.9| 10.0|  8.8| 26.1| 26.3| 38.8
02DCT0201C|VESPERTINO||359|  6.3| 28.8| 57.3|  7.7| 12.9| 32.9| 27.2| 27.0
02DCT0411H|MATUTINO||212| 21.5| 41.6| 35.4|  1.4| 28.4| 50.2| 13.7|  7.6
02DCT0411H|VESPERTINO||90| 30.0| 43.3| 25.6|  1.1| 46.5| 45.3|  7.0|  1.2
02DPT0006D|MATUTINO||171| 18.6| 34.8| 42.2|  4.3| 32.7| 41.7| 16.1|  9.5
02DPT0006D|VESPERTINO||137| 19.0| 41.6| 38.7|  0.7| 41.6| 44.5| 10.2|  3.6
02DTA0146B|MATUTINO|CAMALU|105| 36.5| 49.0| 14.4|  0.0| 63.8| 32.4|  2.9|  1.0
02DTA0198H|MATUTINO|EXTENSION 1|23| 21.7| 39.1| 39.1|  0.0| 43.5| 47.8|  4.3|  4.3
02ECB0011V|MATUTINO||328|  3.4| 22.6| 62.1| 11.9|  8.9| 30.9| 27.8| 32.4
02ECB0027W|MATUTINO||148|  5.4| 32.4| 58.1|  4.1|  5.4| 28.4| 34.5| 31.8
02ECB0027W|VESPERTINO||47| 10.6| 38.3| 46.8|  4.3|  2.1| 23.4| 31.9| 42.6
02ECB0035E|MATUTINO||119| 18.6| 34.7| 44.1|  2.5| 19.8| 40.5| 26.7| 12.9
02ECB0035E|VESPERTINO||22| 13.6| 27.3| 54.5|  4.5| 13.6| 59.1| 18.2|  9.1
02ECB0036D|MATUTINO||86|  6.0| 28.6| 54.8| 10.7|  7.0| 37.2| 26.7| 29.1
02ECB0040Q|VESPERTINO||55| 14.8| 27.8| 55.6|  1.9| 24.1| 40.7| 27.8|  7.4
02ECB0043N|VESPERTINO||37| 10.8| 51.4| 35.1|  2.7| 13.5| 29.7| 40.5| 16.2
02EMS0001V|VESPERTINO||25| 20.0| 36.0| 40.0|  4.0| 28.0| 44.0| 16.0| 12.0
02EMS0002U|VESPERTINO||55| 13.0| 29.6| 51.9|  5.6| 27.3| 32.7| 23.6| 16.4
02EMS0003T|VESPERTINO||38|  2.6| 23.7| 65.8|  7.9| 18.4| 42.1| 26.3| 13.2
02EMS0006Q|MATUTINO||29| 24.1| 34.5| 34.5|  6.9| 42.9| 32.1| 21.4|  3.6
